epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,1017.08,1.17269,0.93724,1.49371,0.94038,0.92609,0.96332,0.56117,1.39245,0.67302,1.557,0.000718571,0.000718571,0.000718571
181,1022.58,1.16948,0.8233,1.47917,0.93445,0.94287,0.96737,0.59391,1.31016,0.65204,1.46802,0.000715761,0.000715761,0.000715761
182,1028.11,1.15973,0.84308,1.45597,0.93156,0.95112,0.96378,0.5715,1.39968,0.63837,1.52969,0.000712942,0.000712942,0.000712942
183,1033.63,1.2269,0.87006,1.51109,0.93558,0.92984,0.9574,0.56209,1.42098,0.64632,1.54326,0.000710116,0.000710116,0.000710116
184,1039.14,1.14353,0.79942,1.42429,0.92422,0.92266,0.95184,0.58016,1.32444,0.67465,1.48762,0.000707281,0.000707281,0.000707281
185,1044.64,1.12809,0.78511,1.4091,0.93921,0.94711,0.96208,0.55466,1.45998,0.66819,1.54913,0.000704439,0.000704439,0.000704439
186,1050.13,1.12594,0.80839,1.45104,0.94414,0.95942,0.96882,0.57621,1.38338,0.6331,1.51479,0.000701588,0.000701588,0.000701588
187,1055.76,1.14879,0.80384,1.45942,0.93477,0.95987,0.96988,0.57026,1.36102,0.63554,1.50108,0.00069873,0.00069873,0.00069873
188,1061.25,1.11604,0.79908,1.43511,0.93612,0.95718,0.96465,0.56106,1.40139,0.64302,1.525,0.000695864,0.000695864,0.000695864
189,1066.76,1.19777,0.8143,1.46154,0.93808,0.96247,0.97324,0.5849,1.34661,0.62238,1.50459,0.000692991,0.000692991,0.000692991
190,1072.26,1.1933,0.85454,1.50432,0.94203,0.96586,0.97077,0.56431,1.40766,0.64836,1.53338,0.00069011,0.00069011,0.00069011
191,1077.76,1.07837,0.77743,1.39987,0.94107,0.95165,0.97151,0.56291,1.40886,0.65114,1.54592,0.000687222,0.000687222,0.000687222
192,1083.27,1.11629,0.77383,1.42041,0.95479,0.95702,0.97835,0.58047,1.35969,0.63448,1.51584,0.000684326,0.000684326,0.000684326
193,1088.82,1.11235,0.83045,1.43785,0.95208,0.95478,0.9752,0.56214,1.43501,0.65381,1.55569,0.000681424,0.000681424,0.000681424
194,1094.35,1.12031,0.7921,1.43487,0.93913,0.94986,0.96715,0.58503,1.33149,0.64044,1.49355,0.000678514,0.000678514,0.000678514
195,1099.86,1.07126,0.78301,1.3837,0.93635,0.94658,0.97211,0.5672,1.40167,0.63612,1.55034,0.000675598,0.000675598,0.000675598
196,1105.34,1.17691,0.83297,1.45952,0.93624,0.96595,0.97104,0.52978,1.52666,0.65085,1.6164,0.000672675,0.000672675,0.000672675
197,1110.89,1.15047,0.8379,1.48037,0.9324,0.96454,0.96759,0.52998,1.52086,0.65917,1.61534,0.000669746,0.000669746,0.000669746
198,1116.47,1.11744,0.77622,1.43744,0.94691,0.95682,0.97875,0.58439,1.34973,0.6303,1.48555,0.00066681,0.00066681,0.00066681
199,1121.98,1.10057,0.76212,1.42665,0.94357,0.96291,0.97904,0.59656,1.31354,0.62993,1.47321,0.000663867,0.000663867,0.000663867
200,1127.54,1.08175,0.73972,1.3972,0.92916,0.95491,0.97201,0.58168,1.32891,0.6367,1.49562,0.000660918,0.000660918,0.000660918
201,1133.05,1.11201,0.78588,1.43507,0.94507,0.93812,0.96739,0.57567,1.33858,0.63477,1.48415,0.000657963,0.000657963,0.000657963
202,1138.62,1.11753,0.77457,1.43134,0.93798,0.95263,0.97097,0.59424,1.28933,0.62078,1.4784,0.000655002,0.000655002,0.000655002
203,1144.15,1.19258,0.90015,1.47733,0.93628,0.9505,0.96991,0.55543,1.4134,0.64441,1.5732,0.000652036,0.000652036,0.000652036
204,1149.68,1.16213,0.80649,1.44035,0.92655,0.94622,0.95472,0.58507,1.28954,0.61896,1.452,0.000649063,0.000649063,0.000649063
205,1155.17,1.06397,0.73297,1.3852,0.94109,0.93655,0.95543,0.57243,1.3427,0.61993,1.48137,0.000646085,0.000646085,0.000646085
206,1160.67,1.07666,0.74292,1.39937,0.95326,0.95447,0.97063,0.57084,1.38923,0.61937,1.54639,0.000643101,0.000643101,0.000643101
207,1166.2,1.14107,0.78405,1.44255,0.94888,0.96315,0.97632,0.58979,1.35128,0.61293,1.50887,0.000640111,0.000640111,0.000640111
208,1171.71,1.0855,0.73331,1.39499,0.95218,0.95362,0.9787,0.58443,1.36336,0.6133,1.49021,0.000637116,0.000637116,0.000637116
209,1177.23,1.14054,0.76116,1.43051,0.9546,0.96684,0.98054,0.61136,1.28974,0.59273,1.44322,0.000634117,0.000634117,0.000634117
210,1182.88,1.04403,0.69739,1.34264,0.94368,0.95868,0.97473,0.58845,1.32574,0.60906,1.48181,0.000631112,0.000631112,0.000631112
211,1188.38,1.0801,0.74408,1.40307,0.94081,0.95449,0.96785,0.55809,1.40724,0.64588,1.52554,0.000628101,0.000628101,0.000628101
212,1193.88,1.07165,0.74315,1.40865,0.95035,0.95128,0.97406,0.59005,1.32543,0.62002,1.46093,0.000625087,0.000625087,0.000625087
213,1199.38,1.08131,0.74012,1.3961,0.9513,0.95217,0.97547,0.56632,1.41237,0.62318,1.54263,0.000622067,0.000622067,0.000622067
214,1204.87,1.07992,0.71635,1.38628,0.94545,0.96578,0.9773,0.59451,1.31741,0.60767,1.46738,0.000619043,0.000619043,0.000619043
215,1210.4,1.06834,0.70648,1.3617,0.94494,0.96384,0.97938,0.5937,1.30554,0.62113,1.44945,0.000616014,0.000616014,0.000616014
216,1215.91,1.06096,0.72156,1.36397,0.94841,0.97039,0.98033,0.60414,1.27635,0.60017,1.43843,0.000612981,0.000612981,0.000612981
217,1221.46,1.12795,0.78374,1.40889,0.9433,0.97015,0.97993,0.63022,1.20587,0.57874,1.39463,0.000609944,0.000609944,0.000609944
218,1227,1.08312,0.74953,1.40174,0.95694,0.95463,0.97402,0.60155,1.273,0.59796,1.43335,0.000606902,0.000606902,0.000606902
219,1232.49,1.07761,0.77857,1.39953,0.96184,0.9382,0.96417,0.60191,1.24599,0.59621,1.41052,0.000603856,0.000603856,0.000603856
220,1237.99,1.11467,0.80521,1.48305,0.9561,0.95538,0.96724,0.60039,1.26681,0.60013,1.42251,0.000600807,0.000600807,0.000600807
221,1243.62,1.07185,0.73783,1.39608,0.94988,0.96437,0.97281,0.5871,1.32675,0.61807,1.47141,0.000597754,0.000597754,0.000597754
222,1249.16,1.03204,0.6989,1.34324,0.96044,0.95702,0.97971,0.61975,1.23649,0.59608,1.40159,0.000594697,0.000594697,0.000594697
223,1254.67,1.07583,0.73362,1.37179,0.95625,0.96047,0.97711,0.60906,1.25771,0.59026,1.40595,0.000591636,0.000591636,0.000591636
224,1260.21,1.1363,0.80495,1.43692,0.94239,0.97671,0.97962,0.61842,1.24382,0.58626,1.41504,0.000588573,0.000588573,0.000588573
225,1265.75,1.06473,0.74004,1.39967,0.95128,0.96845,0.976,0.60486,1.2872,0.59708,1.46512,0.000585505,0.000585505,0.000585505
226,1271.29,1.0734,0.75355,1.41703,0.95704,0.95864,0.9695,0.5611,1.41794,0.62302,1.5358,0.000582435,0.000582435,0.000582435
227,1276.82,1.1103,0.78008,1.41724,0.94879,0.94322,0.96075,0.56124,1.37587,0.61345,1.48871,0.000579362,0.000579362,0.000579362
228,1282.35,1.0691,0.73399,1.39626,0.95318,0.94966,0.96741,0.56187,1.40871,0.62382,1.52189,0.000576285,0.000576285,0.000576285
229,1287.85,1.04359,0.71037,1.35091,0.95543,0.95958,0.98211,0.607,1.30322,0.594,1.47105,0.000573206,0.000573206,0.000573206
230,1293.36,1.04641,0.72546,1.36924,0.95982,0.9576,0.98239,0.61521,1.2871,0.59585,1.47529,0.000570124,0.000570124,0.000570124
231,1298.88,1.05782,0.82515,1.39764,0.93618,0.96365,0.97935,0.63183,1.22944,0.58777,1.40884,0.00056704,0.00056704,0.00056704
232,1304.42,1.01068,0.72444,1.33388,0.96172,0.95012,0.97875,0.63151,1.22784,0.58094,1.40125,0.000563953,0.000563953,0.000563953
233,1310.09,1.10368,0.77052,1.42118,0.95894,0.96332,0.97998,0.61791,1.26067,0.57728,1.44223,0.000560864,0.000560864,0.000560864
234,1315.63,1.03768,0.71992,1.35713,0.95815,0.96841,0.98567,0.60656,1.30617,0.58414,1.48037,0.000557773,0.000557773,0.000557773
235,1321.14,1.04606,0.72923,1.3543,0.96715,0.96749,0.98594,0.63268,1.21394,0.57349,1.38815,0.000554679,0.000554679,0.000554679
236,1326.69,1.04919,0.75093,1.39167,0.95193,0.9585,0.97603,0.57939,1.36236,0.59583,1.47671,0.000551584,0.000551584,0.000551584
237,1332.26,1.06217,0.74261,1.38277,0.94902,0.9518,0.97546,0.60169,1.29804,0.58255,1.44117,0.000548486,0.000548486,0.000548486
238,1337.81,1.01359,0.66453,1.30147,0.94547,0.9487,0.97867,0.61311,1.24968,0.5793,1.41786,0.000545387,0.000545387,0.000545387
239,1343.38,1.02745,0.70846,1.33885,0.93556,0.95793,0.96767,0.58544,1.33255,0.61017,1.46288,0.000542287,0.000542287,0.000542287
240,1348.93,1.03112,0.69162,1.34756,0.95482,0.96877,0.97739,0.63606,1.19439,0.56514,1.3803,0.000539185,0.000539185,0.000539185
241,1354.49,1.07873,0.71687,1.38081,0.96373,0.96779,0.97787,0.63056,1.22206,0.56673,1.40448,0.000536081,0.000536081,0.000536081
242,1360.01,1.01193,0.66335,1.33894,0.96789,0.97793,0.98505,0.62215,1.24151,0.56849,1.4135,0.000532977,0.000532977,0.000532977
243,1365.55,1.05245,0.7302,1.35919,0.96877,0.97608,0.98403,0.63845,1.1711,0.55487,1.35388,0.000529871,0.000529871,0.000529871
244,1371.08,1.04995,0.73411,1.37451,0.96345,0.97221,0.97411,0.59829,1.2734,0.58387,1.41323,0.000526764,0.000526764,0.000526764
245,1376.72,1.05067,0.71993,1.35126,0.96356,0.96135,0.97125,0.6036,1.26789,0.58773,1.41895,0.000523657,0.000523657,0.000523657
246,1382.24,1.04488,0.71235,1.39075,0.96889,0.97719,0.99015,0.65196,1.16963,0.56135,1.3618,0.000520548,0.000520548,0.000520548
247,1387.78,1.05125,0.72485,1.4087,0.98016,0.96832,0.98946,0.61652,1.29346,0.57739,1.43937,0.000517439,0.000517439,0.000517439
248,1393.35,1.03284,0.69458,1.3597,0.97766,0.96991,0.98641,0.63173,1.24427,0.56,1.40332,0.00051433,0.00051433,0.00051433
249,1398.91,1.01732,0.69231,1.36657,0.98313,0.96997,0.98892,0.64154,1.2029,0.54477,1.36424,0.00051122,0.00051122,0.00051122
250,1404.42,1.02183,0.68453,1.32751,0.97141,0.97352,0.98641,0.62245,1.23944,0.55772,1.40286,0.00050811,0.00050811,0.00050811
251,1409.92,1.03348,0.73294,1.37298,0.96874,0.97305,0.98352,0.61817,1.23335,0.56919,1.4145,0.000505,0.000505,0.000505
252,10.3641,1.06903,0.76053,1.4283,0.96565,0.96901,0.9804,0.61965,1.23467,0.57082,1.38598,0.00050189,0.00050189,0.00050189
253,15.823,1.0591,0.76745,1.41194,0.95515,0.96898,0.97353,0.58058,1.35649,0.6004,1.46008,0.00049878,0.00049878,0.00049878
254,21.2745,1.09439,0.74735,1.41446,0.95734,0.96722,0.97175,0.6128,1.24605,0.58987,1.40589,0.00049567,0.00049567,0.00049567
255,26.7019,1.0724,0.71425,1.42209,0.9679,0.96898,0.9793,0.63925,1.18385,0.55994,1.36863,0.000492561,0.000492561,0.000492561
256,32.1552,1.04035,0.73012,1.35352,0.97304,0.97677,0.98454,0.61634,1.26382,0.55807,1.41792,0.000489452,0.000489452,0.000489452
257,37.593,0.96721,0.65213,1.32007,0.97228,0.97398,0.98775,0.64108,1.19294,0.54821,1.36667,0.000486343,0.000486343,0.000486343
258,42.9856,0.99782,0.65865,1.30692,0.97552,0.97707,0.98527,0.63725,1.19288,0.54774,1.37475,0.000483236,0.000483236,0.000483236
259,48.4182,1.02766,0.72983,1.34093,0.96968,0.97339,0.98541,0.64787,1.14314,0.54572,1.33549,0.000480129,0.000480129,0.000480129
260,53.8538,1.0146,0.68777,1.359,0.9727,0.97492,0.98859,0.66181,1.10835,0.54957,1.30857,0.000477023,0.000477023,0.000477023
261,59.3092,1.01083,0.69043,1.32332,0.97168,0.97627,0.9889,0.65947,1.10746,0.54475,1.30827,0.000473919,0.000473919,0.000473919
262,64.7342,1.00613,0.70854,1.33805,0.96909,0.98301,0.98874,0.67073,1.08669,0.53754,1.29227,0.000470815,0.000470815,0.000470815
263,70.2197,1.06636,0.73655,1.36963,0.97392,0.97745,0.98891,0.65618,1.12726,0.54338,1.31594,0.000467713,0.000467713,0.000467713
264,75.8128,0.97356,0.66573,1.31124,0.96378,0.97198,0.98221,0.60309,1.27764,0.56725,1.41873,0.000464613,0.000464613,0.000464613
265,81.2739,1.04403,0.70583,1.32974,0.96163,0.97412,0.9834,0.61911,1.2338,0.55394,1.39121,0.000461514,0.000461514,0.000461514
266,86.7214,1.01214,0.7126,1.35181,0.97238,0.97383,0.98158,0.63444,1.19169,0.5455,1.3741,0.000458416,0.000458416,0.000458416
267,92.1527,1.04971,0.71825,1.3825,0.97063,0.97706,0.98333,0.63276,1.20466,0.54331,1.38619,0.000455321,0.000455321,0.000455321
268,97.5755,0.96107,0.684,1.35578,0.96963,0.97585,0.9863,0.65014,1.14365,0.53044,1.33148,0.000452227,0.000452227,0.000452227
269,103.026,0.9638,0.64898,1.31322,0.96734,0.97967,0.98624,0.63118,1.2083,0.54141,1.3679,0.000449136,0.000449136,0.000449136
270,108.48,0.98947,0.70728,1.33925,0.9713,0.98465,0.9885,0.63992,1.18933,0.54574,1.35774,0.000446047,0.000446047,0.000446047
271,113.94,1.02249,0.69455,1.35663,0.96217,0.97841,0.98886,0.64336,1.16652,0.55513,1.34748,0.00044296,0.00044296,0.00044296
272,119.392,1.02054,0.69582,1.35072,0.97129,0.97074,0.98862,0.62627,1.21934,0.56457,1.38064,0.000439876,0.000439876,0.000439876
273,124.828,0.94454,0.63322,1.29222,0.966,0.97743,0.98809,0.66347,1.10677,0.54436,1.30787,0.000436794,0.000436794,0.000436794
274,130.278,0.98019,0.66469,1.32987,0.96231,0.9765,0.97881,0.61885,1.21834,0.56935,1.36707,0.000433715,0.000433715,0.000433715
275,135.716,0.95645,0.65903,1.2786,0.96166,0.97212,0.97599,0.59895,1.27812,0.57725,1.41453,0.000430638,0.000430638,0.000430638
276,141.314,0.91948,0.63784,1.27443,0.96164,0.9696,0.98015,0.59922,1.28919,0.56807,1.42939,0.000427565,0.000427565,0.000427565
277,146.76,0.98414,0.67358,1.31,0.97305,0.97484,0.98386,0.60326,1.31425,0.56054,1.41832,0.000424495,0.000424495,0.000424495
278,152.203,0.92195,0.62202,1.26985,0.97012,0.97919,0.98758,0.63033,1.23938,0.54765,1.37225,0.000421427,0.000421427,0.000421427
279,157.626,0.94299,0.66247,1.29131,0.97162,0.98139,0.99051,0.63423,1.219,0.54875,1.39628,0.000418364,0.000418364,0.000418364
280,163.066,1.01387,0.74088,1.36932,0.97316,0.98177,0.99099,0.67179,1.09767,0.52748,1.3055,0.000415303,0.000415303,0.000415303
281,168.529,0.98793,0.70785,1.3575,0.97345,0.98109,0.98872,0.66519,1.11881,0.52526,1.30228,0.000412246,0.000412246,0.000412246
282,173.975,0.92982,0.63137,1.27899,0.98004,0.98035,0.98886,0.65153,1.14864,0.5266,1.32395,0.000409193,0.000409193,0.000409193
283,179.393,0.91677,0.61211,1.24653,0.981,0.97879,0.98859,0.63622,1.20203,0.53423,1.36562,0.000406144,0.000406144,0.000406144
284,184.811,0.9466,0.63645,1.30204,0.97618,0.97516,0.98885,0.64656,1.16725,0.52687,1.33555,0.000403098,0.000403098,0.000403098
285,190.259,0.9226,0.63687,1.28145,0.97538,0.97775,0.98986,0.62938,1.23278,0.53544,1.36661,0.000400056,0.000400056,0.000400056
286,195.721,0.94315,0.65678,1.28778,0.98767,0.97008,0.99111,0.64079,1.18355,0.52268,1.34561,0.000397019,0.000397019,0.000397019
287,201.152,0.94252,0.64637,1.27751,0.98771,0.97672,0.99291,0.66914,1.0982,0.5107,1.29139,0.000393986,0.000393986,0.000393986
288,206.71,0.92746,0.65195,1.29213,0.98528,0.98219,0.9935,0.66484,1.1171,0.51174,1.2913,0.000390957,0.000390957,0.000390957
289,212.136,0.98733,0.67305,1.33231,0.98256,0.98584,0.99292,0.67434,1.10303,0.51113,1.28983,0.000387933,0.000387933,0.000387933
290,217.592,1.04092,0.70671,1.36161,0.9881,0.9814,0.99394,0.67584,1.10222,0.5124,1.29142,0.000384913,0.000384913,0.000384913
291,223.046,0.9674,0.64246,1.30737,0.98538,0.97768,0.99203,0.64334,1.19766,0.52677,1.33013,0.000381899,0.000381899,0.000381899
292,228.493,0.92715,0.61281,1.2695,0.9845,0.97618,0.99249,0.65887,1.14878,0.51987,1.29772,0.000378888,0.000378888,0.000378888
293,233.91,0.91288,0.61411,1.23568,0.98579,0.97259,0.99246,0.6697,1.12788,0.5186,1.29358,0.000375883,0.000375883,0.000375883
294,239.329,0.93172,0.64158,1.2756,0.98206,0.98264,0.99239,0.64407,1.20902,0.53619,1.35909,0.000372884,0.000372884,0.000372884
295,244.738,0.90776,0.62884,1.26999,0.98079,0.98337,0.99043,0.65395,1.18289,0.52496,1.33515,0.000369889,0.000369889,0.000369889
296,250.151,0.97045,0.67188,1.3307,0.98253,0.98775,0.98975,0.64407,1.22079,0.5295,1.3553,0.000366899,0.000366899,0.000366899
297,255.577,0.93016,0.64876,1.30439,0.98446,0.98573,0.9914,0.65251,1.19158,0.52713,1.34653,0.000363915,0.000363915,0.000363915
298,261.01,0.94639,0.64325,1.29682,0.98269,0.98901,0.99063,0.67254,1.13426,0.51724,1.30486,0.000360937,0.000360937,0.000360937
299,266.453,0.96802,0.64206,1.30082,0.98611,0.98829,0.99015,0.6842,1.09369,0.50906,1.27582,0.000357964,0.000357964,0.000357964
300,272.055,0.95216,0.6465,1.29708,0.98555,0.98876,0.99082,0.68796,1.08307,0.50453,1.26765,0.000354998,0.000354998,0.000354998
301,277.535,0.93133,0.628,1.2575,0.99002,0.98456,0.99089,0.66928,1.15847,0.51565,1.31229,0.000352037,0.000352037,0.000352037
302,282.962,0.91879,0.63148,1.26626,0.99101,0.98342,0.99302,0.67983,1.12032,0.51253,1.29819,0.000349082,0.000349082,0.000349082
303,288.415,0.97388,0.67403,1.31168,0.98572,0.97954,0.98978,0.67151,1.11593,0.5146,1.29193,0.000346133,0.000346133,0.000346133
304,293.885,0.92329,0.6165,1.28957,0.97418,0.98367,0.98679,0.61794,1.25878,0.53697,1.37629,0.00034319,0.00034319,0.00034319
305,299.304,0.93376,0.61459,1.28346,0.97106,0.98106,0.98767,0.64042,1.16022,0.51588,1.32392,0.000340254,0.000340254,0.000340254
306,304.708,0.9289,0.64348,1.2842,0.97913,0.97733,0.99194,0.65105,1.14097,0.51399,1.31264,0.000337325,0.000337325,0.000337325
307,310.151,0.95188,0.64272,1.32887,0.97275,0.98075,0.9896,0.63643,1.19049,0.52426,1.34044,0.000334402,0.000334402,0.000334402
308,315.601,0.91997,0.61375,1.24397,0.97244,0.98336,0.99024,0.67567,1.08833,0.50706,1.27461,0.000331486,0.000331486,0.000331486
309,321.021,0.93149,0.61349,1.26226,0.97412,0.98466,0.99124,0.66044,1.14067,0.50826,1.30906,0.000328576,0.000328576,0.000328576
310,326.438,0.9076,0.59718,1.28495,0.98375,0.98277,0.99119,0.64383,1.18945,0.51476,1.34338,0.000325674,0.000325674,0.000325674
311,331.984,0.93586,0.63079,1.26602,0.98436,0.98753,0.99326,0.67665,1.09048,0.50434,1.28063,0.000322778,0.000322778,0.000322778
312,337.402,0.96683,0.66977,1.32654,0.98647,0.98525,0.9934,0.67885,1.09628,0.5037,1.28023,0.00031989,0.00031989,0.00031989
313,342.811,0.91731,0.59911,1.27537,0.9852,0.98773,0.99235,0.67507,1.11076,0.50298,1.28369,0.000317009,0.000317009,0.000317009
314,348.253,0.95539,0.65159,1.29181,0.98658,0.98643,0.99177,0.67504,1.10525,0.49713,1.28428,0.000314136,0.000314136,0.000314136
315,353.664,0.8675,0.58691,1.24387,0.98466,0.98502,0.99198,0.67295,1.10182,0.50103,1.28521,0.00031127,0.00031127,0.00031127
316,359.048,0.91507,0.62169,1.29046,0.98053,0.98591,0.99138,0.68781,1.06043,0.49779,1.26479,0.000308412,0.000308412,0.000308412
317,364.487,0.93478,0.61894,1.3211,0.9817,0.99011,0.99009,0.67981,1.08049,0.49868,1.26818,0.000305561,0.000305561,0.000305561
318,369.911,0.90303,0.59482,1.26677,0.98281,0.99045,0.98891,0.666,1.12628,0.50398,1.28596,0.000302719,0.000302719,0.000302719
319,375.33,0.89508,0.61346,1.23897,0.98495,0.98765,0.99178,0.69599,1.05559,0.48547,1.24838,0.000299884,0.000299884,0.000299884
320,380.782,0.87127,0.58453,1.23701,0.98783,0.98825,0.9919,0.68163,1.08759,0.49228,1.2635,0.000297058,0.000297058,0.000297058
321,386.209,0.87096,0.59713,1.22939,0.98013,0.98373,0.99187,0.6921,1.05826,0.48707,1.24729,0.000294239,0.000294239,0.000294239
322,391.648,0.94333,0.65939,1.28399,0.98044,0.98238,0.99243,0.70449,1.02615,0.48006,1.23097,0.000291429,0.000291429,0.000291429
323,397.115,0.87801,0.59479,1.27409,0.97843,0.98401,0.9906,0.67489,1.11141,0.49353,1.2785,0.000288628,0.000288628,0.000288628
324,402.659,0.87574,0.60492,1.24581,0.98069,0.98555,0.98948,0.67744,1.09858,0.49375,1.27071,0.000285835,0.000285835,0.000285835
325,408.089,0.86485,0.58852,1.23007,0.98263,0.985,0.98847,0.69741,1.03859,0.48696,1.23966,0.00028305,0.00028305,0.00028305
326,413.529,0.89327,0.61457,1.25316,0.98379,0.98637,0.98829,0.68602,1.07952,0.49487,1.26794,0.000280275,0.000280275,0.000280275
327,418.947,0.8722,0.60384,1.27022,0.98896,0.99061,0.99324,0.70807,1.02211,0.48,1.23113,0.000277508,0.000277508,0.000277508
328,424.389,0.88943,0.57345,1.22955,0.98419,0.98969,0.99201,0.70899,1.02083,0.47627,1.22782,0.00027475,0.00027475,0.00027475
329,429.851,0.91941,0.66787,1.30574,0.98441,0.98266,0.98957,0.68159,1.07985,0.48748,1.26109,0.000272002,0.000272002,0.000272002
330,435.284,0.9173,0.64098,1.28553,0.98207,0.97895,0.98802,0.67168,1.09828,0.4944,1.27605,0.000269262,0.000269262,0.000269262
331,440.701,0.90173,0.60626,1.25666,0.98523,0.98143,0.98876,0.67197,1.10635,0.49994,1.27569,0.000266532,0.000266532,0.000266532
332,446.14,0.812,0.53644,1.18473,0.98192,0.98091,0.9888,0.68208,1.07122,0.49328,1.2505,0.000263811,0.000263811,0.000263811
333,451.576,0.88934,0.57914,1.23441,0.9853,0.98418,0.99139,0.69275,1.05184,0.48855,1.24361,0.0002611,0.0002611,0.0002611
334,456.969,0.88237,0.60786,1.23661,0.98607,0.9888,0.99309,0.68241,1.09993,0.49407,1.27825,0.000258398,0.000258398,0.000258398
335,462.402,0.91482,0.60586,1.25171,0.98256,0.98994,0.9933,0.71124,1.00775,0.47635,1.22884,0.000255707,0.000255707,0.000255707
336,467.847,0.90322,0.606,1.28056,0.98828,0.98801,0.99357,0.71749,0.98934,0.47199,1.21852,0.000253024,0.000253024,0.000253024
337,473.424,0.91856,0.5981,1.26041,0.98428,0.98512,0.99044,0.69407,1.05914,0.4822,1.24952,0.000250352,0.000250352,0.000250352
338,478.866,0.94283,0.64122,1.28493,0.98319,0.985,0.99091,0.70191,1.03688,0.48043,1.24382,0.00024769,0.00024769,0.00024769
339,484.285,0.85796,0.58601,1.24722,0.98681,0.98557,0.99306,0.7042,1.02366,0.47943,1.24204,0.000245039,0.000245039,0.000245039
340,489.723,0.91046,0.6136,1.29792,0.98666,0.98533,0.99194,0.68992,1.07168,0.48573,1.2559,0.000242397,0.000242397,0.000242397
341,495.17,0.86692,0.6008,1.25339,0.98602,0.98638,0.99142,0.70114,1.03721,0.47843,1.22857,0.000239766,0.000239766,0.000239766
342,500.608,0.87735,0.57402,1.22073,0.98406,0.98125,0.99068,0.68917,1.05751,0.48102,1.23697,0.000237145,0.000237145,0.000237145
343,506.037,0.88379,0.71191,1.24697,0.98148,0.98649,0.99044,0.6723,1.11725,0.49544,1.27229,0.000234535,0.000234535,0.000234535
344,511.457,0.92043,0.63436,1.2915,0.98344,0.98319,0.99002,0.65898,1.16265,0.50487,1.31144,0.000231935,0.000231935,0.000231935
345,516.864,0.84244,0.57663,1.2426,0.98527,0.98381,0.9915,0.69081,1.06883,0.4827,1.2631,0.000229347,0.000229347,0.000229347
346,522.292,0.8464,0.56287,1.21465,0.98838,0.98443,0.99134,0.69417,1.05518,0.47963,1.24395,0.000226769,0.000226769,0.000226769
347,527.705,0.85593,0.57889,1.22562,0.98145,0.99095,0.98901,0.67108,1.13792,0.49183,1.2847,0.000224202,0.000224202,0.000224202
348,533.097,0.83579,0.57404,1.23158,0.98497,0.9897,0.98985,0.65863,1.1775,0.50117,1.32593,0.000221646,0.000221646,0.000221646
349,538.669,0.91978,0.63446,1.27734,0.97739,0.98691,0.99051,0.66259,1.17098,0.50244,1.33782,0.000219102,0.000219102,0.000219102
350,544.105,0.90356,0.5905,1.26157,0.98356,0.98173,0.98829,0.65508,1.17974,0.50755,1.33437,0.000216568,0.000216568,0.000216568
351,549.552,0.97179,0.69054,1.30006,0.988,0.98432,0.99208,0.67351,1.11006,0.49629,1.27638,0.000214046,0.000214046,0.000214046
352,555.002,0.86758,0.56611,1.21535,0.9903,0.98953,0.99416,0.7059,1.01529,0.47915,1.22137,0.000211536,0.000211536,0.000211536
353,560.407,0.89498,0.5958,1.25292,0.98947,0.98773,0.99397,0.72125,0.97862,0.46882,1.20161,0.000209037,0.000209037,0.000209037
354,565.879,0.83653,0.57522,1.23374,0.98988,0.98953,0.99412,0.72565,0.96646,0.46293,1.19041,0.00020655,0.00020655,0.00020655
355,571.383,0.8032,0.54591,1.20202,0.99167,0.98781,0.99306,0.71307,1.00784,0.4662,1.20472,0.000204075,0.000204075,0.000204075
356,576.843,0.88064,0.58887,1.25207,0.98451,0.98796,0.9909,0.68876,1.08089,0.48084,1.24825,0.000201611,0.000201611,0.000201611
357,582.286,0.89245,0.58738,1.23186,0.98211,0.98635,0.99052,0.67437,1.10906,0.49047,1.27567,0.000199159,0.000199159,0.000199159
358,587.751,0.92204,0.63508,1.27127,0.98379,0.98751,0.99261,0.69851,1.02699,0.47914,1.2311,0.00019672,0.00019672,0.00019672
359,593.173,0.86875,0.61859,1.26396,0.98695,0.98757,0.99285,0.69331,1.0592,0.48493,1.25113,0.000194293,0.000194293,0.000194293
360,598.623,0.88073,0.59922,1.24388,0.98748,0.98951,0.9941,0.66272,1.16231,0.50746,1.31662,0.000191878,0.000191878,0.000191878
361,604.06,0.84119,0.57113,1.23217,0.98742,0.98906,0.99418,0.68606,1.08303,0.48741,1.26389,0.000189475,0.000189475,0.000189475
362,609.693,0.85512,0.56084,1.22575,0.98746,0.99041,0.99365,0.72529,0.96647,0.46524,1.19243,0.000187085,0.000187085,0.000187085
363,615.179,0.89397,0.62327,1.26166,0.9862,0.99155,0.99345,0.71287,1.00068,0.47045,1.21162,0.000184707,0.000184707,0.000184707
364,620.658,0.86078,0.58531,1.25406,0.989,0.98874,0.99394,0.67776,1.10683,0.48804,1.27647,0.000182342,0.000182342,0.000182342
365,626.084,0.83793,0.56575,1.21844,0.98792,0.98612,0.99401,0.69242,1.05167,0.47535,1.24785,0.00017999,0.00017999,0.00017999
